"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 05 08:52:46 GMT 2024","Mon Aug 05 08:52:52 GMT 2024","6571","webkit","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Programming JavaScript Applications",""
"passed","Mon Aug 05 08:51:36 GMT 2024","Mon Aug 05 08:51:39 GMT 2024","3461","firefox","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Learning JavaScript Design Patterns",""
"passed","Mon Aug 05 08:51:39 GMT 2024","Mon Aug 05 08:51:42 GMT 2024","3290","firefox","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Programming JavaScript Applications",""
"passed","Mon Aug 05 08:52:11 GMT 2024","Mon Aug 05 08:52:19 GMT 2024","7906","webkit","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка открытия новой вкладки",""
"passed","Mon Aug 05 08:52:38 GMT 2024","Mon Aug 05 08:52:46 GMT 2024","7793","webkit","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: You Don't Know JS",""
"passed","Mon Aug 05 08:50:54 GMT 2024","Mon Aug 05 08:50:59 GMT 2024","5180","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Designing Evolvable Web APIs with ASP.NET",""
"passed","Mon Aug 05 08:51:32 GMT 2024","Mon Aug 05 08:51:36 GMT 2024","3265","firefox","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Git Pocket Guide",""
"passed","Mon Aug 05 08:50:59 GMT 2024","Mon Aug 05 08:51:07 GMT 2024","7338","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Speaking JavaScript",""
"failed","Mon Aug 05 08:50:44 GMT 2024","Mon Aug 05 08:50:44 GMT 2024","30","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Зафейленый тест",""
"passed","Mon Aug 05 08:52:01 GMT 2024","Mon Aug 05 08:52:10 GMT 2024","9251","webkit","demoqa.spec.ts","Тесты на demoqa.com","","","Не корректный логин",""
