"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 05 11:33:36 GMT 2024","Mon Aug 05 11:33:38 GMT 2024","1663","webkit","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Designing Evolvable Web APIs with ASP.NET",""
"skipped","Mon Aug 05 11:32:45 GMT 2024","Mon Aug 05 11:32:45 GMT 2024","1","webkit","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка, что мы на странице логина",""
"passed","Mon Aug 05 11:33:32 GMT 2024","Mon Aug 05 11:33:34 GMT 2024","2373","webkit","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Git Pocket Guide",""
"passed","Mon Aug 05 11:32:34 GMT 2024","Mon Aug 05 11:32:37 GMT 2024","2631","firefox","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Learning JavaScript Design Patterns",""
"passed","Mon Aug 05 11:32:22 GMT 2024","Mon Aug 05 11:32:25 GMT 2024","3311","firefox","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка названия замоканой книги",""
"passed","Mon Aug 05 11:31:57 GMT 2024","Mon Aug 05 11:32:04 GMT 2024","7180","firefox","demoqa.spec.ts","Тесты на demoqa.com","","","Позитивная авторизация",""
"passed","Mon Aug 05 11:31:47 GMT 2024","Mon Aug 05 11:31:50 GMT 2024","2468","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Git Pocket Guide",""
"passed","Mon Aug 05 11:33:35 GMT 2024","Mon Aug 05 11:33:37 GMT 2024","2030","webkit","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: You Don't Know JS",""
"passed","Mon Aug 05 11:32:14 GMT 2024","Mon Aug 05 11:32:18 GMT 2024","4505","firefox","demoqa.spec.ts","Тесты на demoqa.com","","","Не корректный логин",""
"passed","Mon Aug 05 11:32:47 GMT 2024","Mon Aug 05 11:32:49 GMT 2024","2202","firefox","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Understanding ECMAScript 6",""
"passed","Mon Aug 05 11:33:39 GMT 2024","Mon Aug 05 11:33:40 GMT 2024","1556","webkit","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Eloquent JavaScript, Second Edition",""
"passed","Mon Aug 05 11:32:37 GMT 2024","Mon Aug 05 11:32:39 GMT 2024","2733","firefox","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Designing Evolvable Web APIs with ASP.NET",""
"passed","Mon Aug 05 11:32:18 GMT 2024","Mon Aug 05 11:32:22 GMT 2024","3063","firefox","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка что кнопка логина существует",""
"passed","Mon Aug 05 11:31:30 GMT 2024","Mon Aug 05 11:31:37 GMT 2024","6340","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Не корректный логин",""
"passed","Mon Aug 05 11:31:26 GMT 2024","Mon Aug 05 11:31:30 GMT 2024","4678","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Позитивная авторизация номер два",""
"passed","Mon Aug 05 11:33:38 GMT 2024","Mon Aug 05 11:33:40 GMT 2024","1944","webkit","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Speaking JavaScript",""
"passed","Mon Aug 05 11:32:43 GMT 2024","Mon Aug 05 11:32:45 GMT 2024","1916","firefox","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Programming JavaScript Applications",""
"passed","Mon Aug 05 11:33:23 GMT 2024","Mon Aug 05 11:33:29 GMT 2024","6663","webkit","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка открытия новой вкладки",""
"skipped","Mon Aug 05 11:31:18 GMT 2024","Mon Aug 05 11:31:18 GMT 2024","1","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка, что мы на странице логина",""
"passed","Mon Aug 05 11:31:58 GMT 2024","Mon Aug 05 11:32:00 GMT 2024","2200","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Eloquent JavaScript, Second Edition",""
"failed","Mon Aug 05 11:33:20 GMT 2024","Mon Aug 05 11:33:22 GMT 2024","2147","webkit","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка названия замоканой книги",""
"passed","Mon Aug 05 11:32:39 GMT 2024","Mon Aug 05 11:32:41 GMT 2024","1787","firefox","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Speaking JavaScript",""
"failed","Mon Aug 05 11:32:31 GMT 2024","Mon Aug 05 11:32:45 GMT 2024","14494","firefox","demoqa.spec.ts","Тесты на demoqa.com","","","Позитивная авторизация сломанный вариант",""
"passed","Mon Aug 05 11:31:53 GMT 2024","Mon Aug 05 11:31:54 GMT 2024","1484","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Speaking JavaScript",""
"passed","Mon Aug 05 11:31:54 GMT 2024","Mon Aug 05 11:31:56 GMT 2024","1691","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: You Don't Know JS",""
"passed","Mon Aug 05 11:31:50 GMT 2024","Mon Aug 05 11:31:51 GMT 2024","1707","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Learning JavaScript Design Patterns",""
"passed","Mon Aug 05 11:32:04 GMT 2024","Mon Aug 05 11:32:14 GMT 2024","10118","firefox","demoqa.spec.ts","Тесты на demoqa.com","","","Позитивная авторизация номер два",""
