"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 05 09:15:11 GMT 2024","Mon Aug 05 09:15:21 GMT 2024","9864","webkit","demoqa.spec.ts","Тесты на demoqa.com","","","Позитивная авторизация номер два",""
"passed","Mon Aug 05 09:16:23 GMT 2024","Mon Aug 05 09:16:30 GMT 2024","7261","webkit","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Eloquent JavaScript, Second Edition",""
"failed","Mon Aug 05 09:15:31 GMT 2024","Mon Aug 05 09:15:49 GMT 2024","18876","webkit","demoqa.spec.ts","Тесты на demoqa.com","","","Позитивная авторизация сломанный вариант",""
"passed","Mon Aug 05 09:16:24 GMT 2024","Mon Aug 05 09:16:32 GMT 2024","7448","webkit","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Speaking JavaScript",""
"passed","Mon Aug 05 09:14:38 GMT 2024","Mon Aug 05 09:14:43 GMT 2024","4696","firefox","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Git Pocket Guide",""
"passed","Mon Aug 05 09:13:39 GMT 2024","Mon Aug 05 09:13:42 GMT 2024","2457","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Programming JavaScript Applications",""
"passed","Mon Aug 05 09:14:48 GMT 2024","Mon Aug 05 09:14:51 GMT 2024","3316","firefox","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Eloquent JavaScript, Second Edition",""
"passed","Mon Aug 05 09:13:43 GMT 2024","Mon Aug 05 09:13:48 GMT 2024","4851","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Designing Evolvable Web APIs with ASP.NET",""
"passed","Mon Aug 05 09:12:50 GMT 2024","Mon Aug 05 09:12:57 GMT 2024","7426","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Позитивная авторизация",""
"passed","Mon Aug 05 09:13:36 GMT 2024","Mon Aug 05 09:13:43 GMT 2024","7720","chromium","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Learning JavaScript Design Patterns",""
"passed","Mon Aug 05 09:14:51 GMT 2024","Mon Aug 05 09:14:54 GMT 2024","2959","firefox","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Understanding ECMAScript 6",""
"passed","Mon Aug 05 09:13:22 GMT 2024","Mon Aug 05 09:13:29 GMT 2024","7005","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка открытия новой вкладки",""
"passed","Mon Aug 05 09:13:16 GMT 2024","Mon Aug 05 09:13:22 GMT 2024","6490","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка названия замоканой книги",""
"passed","Mon Aug 05 09:13:09 GMT 2024","Mon Aug 05 09:13:16 GMT 2024","6317","chromium","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка что кнопка логина существует",""
"failed","Mon Aug 05 09:14:24 GMT 2024","Mon Aug 05 09:14:39 GMT 2024","14738","firefox","demoqa.spec.ts","Тесты на demoqa.com","","","Позитивная авторизация сломанный вариант",""
"passed","Mon Aug 05 09:16:17 GMT 2024","Mon Aug 05 09:16:24 GMT 2024","7301","webkit","demoqa.spec.ts","Параметризированные тесты для проверки названий книг","","","Проверка названия книги: Designing Evolvable Web APIs with ASP.NET",""
"passed","Mon Aug 05 09:14:22 GMT 2024","Mon Aug 05 09:14:25 GMT 2024","3668","firefox","demoqa.spec.ts","Тесты на demoqa.com","","","Проверка что кнопка логина существует",""
